      Time   ANCHTEN1   ANCHTEN2   ANCHTEN3   FAIRTEN1   FAIRTEN2   FAIRTEN3
       (s)        (N)        (N)        (N)        (N)        (N)        (N)
    0.0000 0.134762E+07 0.134766E+07 0.134766E+07 0.243587E+07 0.243591E+07 0.243591E+07
    0.0125 0.134768E+07 0.134772E+07 0.134772E+07 0.243288E+07 0.244130E+07 0.243776E+07
    0.0250 0.134776E+07 0.134780E+07 0.134780E+07 0.243284E+07 0.244174E+07 0.243807E+07
    0.0375 0.134784E+07 0.134788E+07 0.134788E+07 0.243217E+07 0.244363E+07 0.243893E+07
    0.0500 0.134794E+07 0.134798E+07 0.134798E+07 0.243212E+07 0.244488E+07 0.243975E+07
    0.0625 0.134804E+07 0.134808E+07 0.134808E+07 0.243287E+07 0.244528E+07 0.244043E+07
    0.0750 0.134815E+07 0.134819E+07 0.134819E+07 0.243458E+07 0.244463E+07 0.244093E+07
    0.0875 0.134826E+07 0.134831E+07 0.134831E+07 0.243733E+07 0.244287E+07 0.244123E+07
    0.1000 0.134839E+07 0.134843E+07 0.134843E+07 0.244116E+07 0.243996E+07 0.244128E+07
    0.1125 0.134852E+07 0.134856E+07 0.134856E+07 0.244605E+07 0.243596E+07 0.244106E+07
    0.1250 0.134866E+07 0.134870E+07 0.134870E+07 0.245194E+07 0.243094E+07 0.244056E+07
    0.1375 0.134881E+07 0.134885E+07 0.134885E+07 0.245872E+07 0.242505E+07 0.243975E+07
    0.1500 0.134896E+07 0.134900E+07 0.134900E+07 0.246624E+07 0.241848E+07 0.243864E+07
    0.1625 0.134912E+07 0.134916E+07 0.134916E+07 0.247430E+07 0.241144E+07 0.243724E+07
    0.1750 0.134929E+07 0.134933E+07 0.134933E+07 0.248271E+07 0.240419E+07 0.243555E+07
    0.1875 0.134946E+07 0.134950E+07 0.134950E+07 0.249122E+07 0.239696E+07 0.243362E+07
    0.2000 0.134963E+07 0.134968E+07 0.134968E+07 0.249959E+07 0.239003E+07 0.243148E+07
    0.2125 0.134982E+07 0.134986E+07 0.134986E+07 0.250758E+07 0.238363E+07 0.242919E+07
    0.2250 0.135000E+07 0.135004E+07 0.135004E+07 0.251495E+07 0.237799E+07 0.242680E+07
    0.2375 0.135019E+07 0.135023E+07 0.135023E+07 0.252149E+07 0.237328E+07 0.242439E+07
    0.2500 0.135038E+07 0.135043E+07 0.135043E+07 0.252702E+07 0.236967E+07 0.242204E+07
    0.2625 0.135057E+07 0.135064E+07 0.135063E+07 0.253139E+07 0.236725E+07 0.241983E+07
    0.2750 0.135075E+07 0.135087E+07 0.135084E+07 0.253447E+07 0.236607E+07 0.241784E+07
    0.2875 0.135091E+07 0.135114E+07 0.135106E+07 0.253621E+07 0.236614E+07 0.241614E+07
    0.3000 0.135104E+07 0.135148E+07 0.135132E+07 0.253659E+07 0.236740E+07 0.241481E+07
    0.3125 0.135112E+07 0.135193E+07 0.135161E+07 0.253562E+07 0.236978E+07 0.241392E+07
    0.3250 0.135113E+07 0.135252E+07 0.135196E+07 0.253338E+07 0.237313E+07 0.241350E+07
    0.3375 0.135108E+07 0.135328E+07 0.135239E+07 0.252997E+07 0.237729E+07 0.241359E+07
    0.3500 0.135096E+07 0.135424E+07 0.135292E+07 0.252554E+07 0.238207E+07 0.241420E+07
    0.3625 0.135082E+07 0.135536E+07 0.135354E+07 0.252026E+07 0.238727E+07 0.241532E+07
    0.3750 0.135073E+07 0.135660E+07 0.135426E+07 0.251433E+07 0.239268E+07 0.241693E+07
    0.3875 0.135079E+07 0.135784E+07 0.135506E+07 0.250796E+07 0.239809E+07 0.241896E+07
    0.4000 0.135114E+07 0.135893E+07 0.135590E+07 0.250137E+07 0.240332E+07 0.242135E+07
    0.4125 0.135194E+07 0.135967E+07 0.135675E+07 0.249476E+07 0.240820E+07 0.242401E+07
    0.4250 0.135338E+07 0.135986E+07 0.135755E+07 0.248835E+07 0.241258E+07 0.242684E+07
    0.4375 0.135562E+07 0.135928E+07 0.135823E+07 0.248230E+07 0.241637E+07 0.242972E+07
    0.4500 0.135881E+07 0.135777E+07 0.135874E+07 0.247677E+07 0.241949E+07 0.243254E+07
    0.4625 0.136308E+07 0.135517E+07 0.135901E+07 0.247189E+07 0.242193E+07 0.243517E+07
    0.4750 0.136849E+07 0.135141E+07 0.135898E+07 0.246773E+07 0.242370E+07 0.243752E+07
    0.4875 0.137505E+07 0.134646E+07 0.135862E+07 0.246434E+07 0.242484E+07 0.243947E+07
    0.5000 0.138272E+07 0.134039E+07 0.135790E+07 0.246173E+07 0.242544E+07 0.244094E+07
    0.5125 0.139139E+07 0.133330E+07 0.135678E+07 0.245987E+07 0.242562E+07 0.244187E+07
    0.5250 0.140090E+07 0.132540E+07 0.135528E+07 0.245870E+07 0.242550E+07 0.244222E+07
    0.5375 0.141102E+07 0.131692E+07 0.135340E+07 0.245812E+07 0.242522E+07 0.244198E+07
    0.5500 0.142152E+07 0.130814E+07 0.135118E+07 0.245800E+07 0.242494E+07 0.244115E+07
    0.5625 0.143208E+07 0.129936E+07 0.134865E+07 0.245820E+07 0.242480E+07 0.243978E+07
    0.5750 0.144243E+07 0.129090E+07 0.134589E+07 0.245857E+07 0.242494E+07 0.243794E+07
    0.5875 0.145223E+07 0.128306E+07 0.134295E+07 0.245896E+07 0.242547E+07 0.243572E+07
    0.6000 0.146120E+07 0.127614E+07 0.133993E+07 0.245919E+07 0.242648E+07 0.243322E+07
    0.6125 0.146906E+07 0.127038E+07 0.133693E+07 0.245913E+07 0.242805E+07 0.243059E+07
    0.6250 0.147557E+07 0.126599E+07 0.133403E+07 0.245864E+07 0.243022E+07 0.242793E+07
    0.6375 0.148052E+07 0.126312E+07 0.133135E+07 0.245761E+07 0.243298E+07 0.242541E+07
    0.6500 0.148376E+07 0.126186E+07 0.132899E+07 0.245596E+07 0.243634E+07 0.242315E+07
    0.6625 0.148520E+07 0.126222E+07 0.132703E+07 0.245364E+07 0.244023E+07 0.242127E+07
    0.6750 0.148482E+07 0.126417E+07 0.132556E+07 0.245064E+07 0.244459E+07 0.241989E+07
    0.6875 0.148265E+07 0.126759E+07 0.132466E+07 0.244698E+07 0.244931E+07 0.241908E+07
    0.7000 0.147877E+07 0.127234E+07 0.132438E+07 0.244272E+07 0.245429E+07 0.241891E+07
    0.7125 0.147334E+07 0.127820E+07 0.132473E+07 0.243797E+07 0.245937E+07 0.241940E+07
    0.7250 0.146655E+07 0.128493E+07 0.132574E+07 0.243286E+07 0.246442E+07 0.242055E+07
    0.7375 0.145864E+07 0.129225E+07 0.132737E+07 0.242755E+07 0.246928E+07 0.242230E+07
    0.7500 0.144988E+07 0.129989E+07 0.132958E+07 0.242226E+07 0.247378E+07 0.242458E+07
    0.7625 0.144057E+07 0.130757E+07 0.133230E+07 0.241719E+07 0.247778E+07 0.242728E+07
    0.7750 0.143099E+07 0.131502E+07 0.133544E+07 0.241258E+07 0.248111E+07 0.243026E+07
    0.7875 0.142143E+07 0.132200E+07 0.133887E+07 0.240865E+07 0.248364E+07 0.243336E+07
    0.8000 0.141219E+07 0.132831E+07 0.134247E+07 0.240562E+07 0.248525E+07 0.243641E+07
    0.8125 0.140350E+07 0.133379E+07 0.134608E+07 0.240370E+07 0.248585E+07 0.243923E+07
    0.8250 0.139558E+07 0.133834E+07 0.134957E+07 0.240304E+07 0.248538E+07 0.244164E+07
    0.8375 0.138859E+07 0.134190E+07 0.135279E+07 0.240377E+07 0.248381E+07 0.244348E+07
    0.8500 0.138266E+07 0.134448E+07 0.135559E+07 0.240595E+07 0.248118E+07 0.244461E+07
    0.8625 0.137785E+07 0.134611E+07 0.135786E+07 0.240960E+07 0.247755E+07 0.244491E+07
    0.8750 0.137416E+07 0.134691E+07 0.135948E+07 0.241466E+07 0.247302E+07 0.244432E+07
    0.8875 0.137157E+07 0.134702E+07 0.136039E+07 0.242102E+07 0.246776E+07 0.244279E+07
    0.9000 0.136997E+07 0.134660E+07 0.136053E+07 0.242849E+07 0.246194E+07 0.244034E+07
    0.9125 0.136922E+07 0.134586E+07 0.135990E+07 0.243683E+07 0.245579E+07 0.243701E+07
    0.9250 0.136915E+07 0.134500E+07 0.135851E+07 0.244578E+07 0.244954E+07 0.243291E+07
    0.9375 0.136955E+07 0.134423E+07 0.135642E+07 0.245501E+07 0.244343E+07 0.242817E+07
    0.9500 0.137019E+07 0.134376E+07 0.135373E+07 0.246417E+07 0.243770E+07 0.242297E+07
    0.9625 0.137085E+07 0.134376E+07 0.135055E+07 0.247293E+07 0.243259E+07 0.241750E+07
    0.9750 0.137128E+07 0.134440E+07 0.134703E+07 0.248093E+07 0.242831E+07 0.241197E+07
    0.9875 0.137128E+07 0.134579E+07 0.134333E+07 0.248785E+07 0.242503E+07 0.240661E+07
    1.0000 0.137063E+07 0.134801E+07 0.133962E+07 0.249342E+07 0.242289E+07 0.240165E+07
    1.0125 0.136919E+07 0.135111E+07 0.133609E+07 0.249738E+07 0.242198E+07 0.239727E+07
    1.0250 0.136681E+07 0.135507E+07 0.133290E+07 0.249955E+07 0.242235E+07 0.239369E+07
    1.0375 0.136343E+07 0.135987E+07 0.133021E+07 0.249982E+07 0.242400E+07 0.239104E+07
    1.0500 0.135901E+07 0.136540E+07 0.132816E+07 0.249813E+07 0.242688E+07 0.238945E+07
    1.0625 0.135357E+07 0.137154E+07 0.132686E+07 0.249451E+07 0.243089E+07 0.238899E+07
    1.0750 0.134718E+07 0.137815E+07 0.132638E+07 0.248905E+07 0.243590E+07 0.238968E+07
    1.0875 0.133997E+07 0.138505E+07 0.132676E+07 0.248191E+07 0.244175E+07 0.239150E+07
    1.1000 0.133211E+07 0.139204E+07 0.132798E+07 0.247332E+07 0.244824E+07 0.239439E+07
    1.1125 0.132381E+07 0.139892E+07 0.132999E+07 0.246353E+07 0.245518E+07 0.239821E+07
    1.1250 0.131529E+07 0.140550E+07 0.133271E+07 0.245287E+07 0.246234E+07 0.240281E+07
    1.1375 0.130682E+07 0.141159E+07 0.133599E+07 0.244166E+07 0.246952E+07 0.240800E+07
    1.1500 0.129868E+07 0.141701E+07 0.133968E+07 0.243027E+07 0.247650E+07 0.241355E+07
    1.1625 0.129111E+07 0.142161E+07 0.134360E+07 0.241903E+07 0.248312E+07 0.241923E+07
    1.1750 0.128439E+07 0.142528E+07 0.134753E+07 0.240829E+07 0.248919E+07 0.242480E+07
    1.1875 0.127873E+07 0.142793E+07 0.135126E+07 0.239837E+07 0.249459E+07 0.243002E+07
    1.2000 0.127433E+07 0.142951E+07 0.135460E+07 0.238952E+07 0.249921E+07 0.243467E+07
    1.2125 0.127134E+07 0.143001E+07 0.135734E+07 0.238197E+07 0.250299E+07 0.243855E+07
    1.2250 0.126984E+07 0.142948E+07 0.135932E+07 0.237589E+07 0.250590E+07 0.244150E+07
    1.2375 0.126988E+07 0.142798E+07 0.136040E+07 0.237139E+07 0.250793E+07 0.244341E+07
    1.2500 0.127142E+07 0.142563E+07 0.136049E+07 0.236850E+07 0.250912E+07 0.244419E+07
    1.2625 0.127438E+07 0.142257E+07 0.135954E+07 0.236720E+07 0.250953E+07 0.244384E+07
    1.2750 0.127860E+07 0.141898E+07 0.135755E+07 0.236741E+07 0.250925E+07 0.244237E+07
    1.2875 0.128389E+07 0.141503E+07 0.135457E+07 0.236898E+07 0.250839E+07 0.243987E+07
    1.3000 0.128999E+07 0.141093E+07 0.135071E+07 0.237173E+07 0.250707E+07 0.243646E+07
    1.3125 0.129662E+07 0.140689E+07 0.134610E+07 0.237543E+07 0.250541E+07 0.243231E+07
    1.3250 0.130347E+07 0.140310E+07 0.134093E+07 0.237982E+07 0.250356E+07 0.242762E+07
    1.3375 0.131020E+07 0.139974E+07 0.133541E+07 0.238465E+07 0.250162E+07 0.242259E+07
    1.3500 0.131651E+07 0.139698E+07 0.132979E+07 0.238962E+07 0.249973E+07 0.241746E+07
    1.3625 0.132208E+07 0.139495E+07 0.132430E+07 0.239449E+07 0.249797E+07 0.241247E+07
    1.3750 0.132665E+07 0.139375E+07 0.131919E+07 0.239901E+07 0.249645E+07 0.240783E+07
    1.3875 0.132997E+07 0.139345E+07 0.131469E+07 0.240297E+07 0.249521E+07 0.240374E+07
    1.4000 0.133187E+07 0.139408E+07 0.131100E+07 0.240621E+07 0.249431E+07 0.240037E+07
    1.4125 0.133222E+07 0.139562E+07 0.130829E+07 0.240861E+07 0.249376E+07 0.239786E+07
    1.4250 0.133096E+07 0.139802E+07 0.130670E+07 0.241011E+07 0.249355E+07 0.239628E+07
    1.4375 0.132811E+07 0.140120E+07 0.130630E+07 0.241069E+07 0.249366E+07 0.239569E+07
    1.4500 0.132373E+07 0.140505E+07 0.130711E+07 0.241042E+07 0.249402E+07 0.239607E+07
    1.4625 0.131798E+07 0.140942E+07 0.130912E+07 0.240939E+07 0.249458E+07 0.239736E+07
    1.4750 0.131105E+07 0.141416E+07 0.131223E+07 0.240776E+07 0.249525E+07 0.239945E+07
    1.4875 0.130319E+07 0.141911E+07 0.131632E+07 0.240572E+07 0.249592E+07 0.240220E+07
    1.5000 0.129469E+07 0.142408E+07 0.132120E+07 0.240351E+07 0.249650E+07 0.240542E+07
    1.5125 0.128587E+07 0.142891E+07 0.132667E+07 0.240136E+07 0.249686E+07 0.240891E+07
    1.5250 0.127707E+07 0.143343E+07 0.133248E+07 0.239955E+07 0.249691E+07 0.241245E+07
    1.5375 0.126860E+07 0.143749E+07 0.133837E+07 0.239832E+07 0.249654E+07 0.241581E+07
    1.5500 0.126081E+07 0.144095E+07 0.134408E+07 0.239791E+07 0.249565E+07 0.241878E+07
    1.5625 0.125397E+07 0.144372E+07 0.134937E+07 0.239854E+07 0.249416E+07 0.242115E+07
    1.5750 0.124837E+07 0.144571E+07 0.135400E+07 0.240039E+07 0.249201E+07 0.242275E+07
    1.5875 0.124421E+07 0.144686E+07 0.135776E+07 0.240358E+07 0.248917E+07 0.242345E+07
    1.6000 0.124165E+07 0.144714E+07 0.136049E+07 0.240820E+07 0.248560E+07 0.242315E+07
    1.6125 0.124079E+07 0.144655E+07 0.136208E+07 0.241425E+07 0.248133E+07 0.242181E+07
    1.6250 0.124167E+07 0.144512E+07 0.136246E+07 0.242171E+07 0.247637E+07 0.241941E+07
    1.6375 0.124426E+07 0.144288E+07 0.136163E+07 0.243047E+07 0.247079E+07 0.241602E+07
    1.6500 0.124848E+07 0.143992E+07 0.135963E+07 0.244037E+07 0.246467E+07 0.241173E+07
    1.6625 0.125419E+07 0.143632E+07 0.135656E+07 0.245120E+07 0.245811E+07 0.240668E+07
    1.6750 0.126119E+07 0.143216E+07 0.135257E+07 0.246272E+07 0.245124E+07 0.240104E+07
    1.6875 0.126924E+07 0.142757E+07 0.134783E+07 0.247464E+07 0.244419E+07 0.239502E+07
    1.7000 0.127810E+07 0.142266E+07 0.134258E+07 0.248665E+07 0.243712E+07 0.238884E+07
    1.7125 0.128748E+07 0.141752E+07 0.133704E+07 0.249844E+07 0.243018E+07 0.238273E+07
    1.7250 0.129709E+07 0.141228E+07 0.133146E+07 0.250970E+07 0.242352E+07 0.237691E+07
    1.7375 0.130666E+07 0.140703E+07 0.132609E+07 0.252013E+07 0.241729E+07 0.237160E+07
    1.7500 0.131594E+07 0.140186E+07 0.132114E+07 0.252947E+07 0.241162E+07 0.236698E+07
    1.7625 0.132469E+07 0.139686E+07 0.131684E+07 0.253749E+07 0.240665E+07 0.236323E+07
    1.7750 0.133273E+07 0.139208E+07 0.131334E+07 0.254401E+07 0.240245E+07 0.236045E+07
    1.7875 0.133992E+07 0.138757E+07 0.131076E+07 0.254892E+07 0.239912E+07 0.235874E+07
    1.8000 0.134617E+07 0.138336E+07 0.130919E+07 0.255215E+07 0.239669E+07 0.235813E+07
    1.8125 0.135145E+07 0.137946E+07 0.130864E+07 0.255371E+07 0.239518E+07 0.235859E+07
    1.8250 0.135579E+07 0.137585E+07 0.130910E+07 0.255366E+07 0.239457E+07 0.236008E+07
    1.8375 0.135925E+07 0.137252E+07 0.131048E+07 0.255214E+07 0.239481E+07 0.236249E+07
    1.8500 0.136197E+07 0.136942E+07 0.131266E+07 0.254933E+07 0.239582E+07 0.236569E+07
    1.8625 0.136412E+07 0.136650E+07 0.131548E+07 0.254546E+07 0.239748E+07 0.236949E+07
    1.8750 0.136589E+07 0.136370E+07 0.131874E+07 0.254080E+07 0.239967E+07 0.237371E+07
    1.8875 0.136752E+07 0.136093E+07 0.132221E+07 0.253566E+07 0.240223E+07 0.237814E+07
    1.9000 0.136923E+07 0.135812E+07 0.132569E+07 0.253034E+07 0.240499E+07 0.238257E+07
    1.9125 0.137128E+07 0.135519E+07 0.132894E+07 0.252516E+07 0.240778E+07 0.238679E+07
    1.9250 0.137388E+07 0.135205E+07 0.133174E+07 0.252042E+07 0.241043E+07 0.239061E+07
    1.9375 0.137725E+07 0.134863E+07 0.133391E+07 0.251641E+07 0.241275E+07 0.239385E+07
    1.9500 0.138155E+07 0.134487E+07 0.133528E+07 0.251336E+07 0.241459E+07 0.239639E+07
    1.9625 0.138692E+07 0.134069E+07 0.133573E+07 0.251149E+07 0.241582E+07 0.239811E+07
    1.9750 0.139344E+07 0.133607E+07 0.133519E+07 0.251094E+07 0.241631E+07 0.239895E+07
    1.9875 0.140115E+07 0.133098E+07 0.133362E+07 0.251181E+07 0.241597E+07 0.239888E+07
    2.0000 0.141002E+07 0.132541E+07 0.133104E+07 0.251414E+07 0.241474E+07 0.239793E+07
    2.0125 0.141998E+07 0.131938E+07 0.132753E+07 0.251789E+07 0.241261E+07 0.239615E+07
    2.0250 0.143089E+07 0.131292E+07 0.132319E+07 0.252300E+07 0.240958E+07 0.239364E+07
    2.0375 0.144259E+07 0.130609E+07 0.131818E+07 0.252932E+07 0.240570E+07 0.239051E+07
    2.0500 0.145485E+07 0.129896E+07 0.131268E+07 0.253667E+07 0.240104E+07 0.238693E+07
    2.0625 0.146743E+07 0.129163E+07 0.130689E+07 0.254484E+07 0.239571E+07 0.238306E+07
    2.0750 0.148006E+07 0.128421E+07 0.130103E+07 0.255358E+07 0.238984E+07 0.237908E+07
    2.0875 0.149246E+07 0.127682E+07 0.129532E+07 0.256263E+07 0.238359E+07 0.237516E+07
    2.1000 0.150436E+07 0.126959E+07 0.128996E+07 0.257172E+07 0.237710E+07 0.237148E+07
    2.1125 0.151549E+07 0.126265E+07 0.128515E+07 0.258058E+07 0.237056E+07 0.236819E+07
